rep,Activity ID,Activity Date,Activity Name,sport,Activity Description,duration,distance,Max Heart Rate...8,relative_effort,Commute...10,Activity Gear,Athlete Weight,Bike Weight,Elapsed Time...15,Moving Time,Distance...17,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate...30,Average Heart Rate,Max Watts,Calories,Max Temperature,Average Temperature,Relative Effort...37,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute...48,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,duration_mins,relative_effort_min,year
399,770911701,"Aug 16, 2015, 1:34:46 PM",Santa Barbara - Montecito,Run,Via RunGap,3960,9.82,144,15,FALSE,NA,64.5800018310547,NA,3960,3957,9828,3.79999995231628,NA,23.9939994812012,NA,0,14.6999998092651,31.7999992370605,0.00814000796526671,NA,NA,79.3749008178711,87,144,129.365036010742,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0.22727272727272727,2015
400,770911794,"Aug 15, 2015, 1:32:19 PM",Santa Barbara - Montecito,Run,Via RunGap,4366,10.89,154,18,FALSE,NA,64.5800018310547,NA,4366,4341,10892.099609375,4.19999980926514,NA,17.8238086700439,NA,0,18.2999992370605,17.7000007629395,0.00183619325980544,NA,NA,79.0387344360352,88,154,134.658950805664,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.76666666666667,0.24736601007787448,2015
401,770911815,"Aug 13, 2015, 2:05:38 PM",Guilford - Woodberry,Run,Via RunGap,3825,9.69,166,17,FALSE,NA,64.5800018310547,NA,3825,3752,9699,5.30000019073486,NA,119.19841003418,NA,26.7000007629395,90,47.5,-0.0010310341604054,NA,NA,78.6654815673828,111,166,135.547225952148,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.75,0.26666666666666666,2015
402,770911834,"Aug 12, 2015, 8:23:06 PM",Oregon - Ivy Hill,Run,Via RunGap,3325,7.95,185,41,FALSE,NA,64.5800018310547,NA,3325,3052,7952.7001953125,5,NA,183.378875732422,NA,104.5,191.5,40.2000007629395,-0.00377230369485915,NA,NA,79.9966125488281,99,185,149.087066650391,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.416666666666664,0.7398496240601504,2015
403,770911881,"Aug 11, 2015, 2:36:39 PM",Guilford,Run,Via RunGap,4126,9.75,166,29,FALSE,NA,64.5800018310547,NA,4126,4034,9752,4.69999980926514,NA,114.232879638672,NA,24.7000007629395,68.8000030517578,49,0.101517640054226,NA,NA,77.8414535522461,113,166,141.536468505859,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.76666666666667,0.4217159476490548,2015
404,770911915,"Aug 10, 2015, 1:33:03 PM",Santa Barbara - Montecito,Run,Via RunGap,4294,10.139999999999999,158,15,FALSE,NA,64.5800018310547,NA,4294,4064,10145.7998046875,4.40000009536743,NA,15.4245100021362,NA,1,17.2000007629395,12.3999996185303,9.8562950734049e-4,NA,NA,79.2633972167969,96,158,128.180297851563,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.56666666666666,0.2095947834187238,2015
405,770911956,"Aug 9, 2015, 1:38:59 PM",Santa Barbara - Montecito,Run,Via RunGap,4191,10.17,145,15,FALSE,NA,64.5800018310547,NA,4191,4167,10170,4,NA,17.2289085388184,NA,1.60000002384186,19.2000007629395,12,-0.00294985249638557,NA,NA,77.9992446899414,90,145,127.652290344238,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.85,0.21474588403722264,2015
406,770911992,"Aug 8, 2015, 1:37:01 PM",Santa Barbara - Montecito,Run,Via RunGap,4097,10.229999999999999,147,15,FALSE,NA,64.5800018310547,NA,4097,4097,10234.7001953125,4.59999990463257,NA,12.3897371292114,NA,1.5,19.2000007629395,12.8999996185303,-0.00195413641631603,NA,NA,78.4351043701172,86,147,126.581657409668,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.28333333333333,0.2196729314132292,2015
407,770912060,"Aug 7, 2015, 1:38:30 PM",Santa Barbara - Montecito,Run,Via RunGap,4340,10.48,146,15,FALSE,NA,64.5800018310547,NA,4340,4161,10482.099609375,3.9000000953674303,NA,17.1287879943848,NA,1.70000004768372,19.2000007629395,16.5,0.00190801464486867,NA,NA,79.155143737793,92,146,126.289405822754,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.33333333333333,0.20737327188940094,2015
408,770912098,"Aug 5, 2015, 1:26:36 PM",Santa Barbara - Montecito,Run,Via RunGap,3851,9.82,148,14,FALSE,NA,64.5800018310547,NA,3851,3842,9820.599609375,4.19999980926514,NA,21.5314388275147,NA,0,12.1000003814697,32.0999984741211,0.00203653541393578,NA,NA,79.411376953125,89,148,129.90087890625,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.18333333333334,0.21812516229550766,2015
409,770912131,"Aug 4, 2015, 1:40:05 PM",Santa Barbara - Montecito,Run,Via RunGap,4034,9.93,146,14,FALSE,NA,64.5800018310547,NA,4034,3977,9934.2001953125,4.5,NA,23.6448268890381,NA,0,14.6000003814697,31.7000007629395,0.00905961263924837,NA,NA,78.730110168457,87,146,127.021530151367,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.23333333333333,0.20823004462072384,2015
410,770912167,"Aug 3, 2015, 1:28:26 PM",Santa Barbara - Montecito,Run,Via RunGap,3966,9.97,144,15,FALSE,NA,64.5800018310547,NA,3966,3957,9969.7998046875,4.80000019073486,NA,21.043420791626,NA,0,12.1000003814697,18,0.00100302917417139,NA,NA,78.7217330932617,88,144,129.892654418945,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.1,0.22692889561270804,2015
411,770912189,"Aug 2, 2015, 1:32:47 PM",Santa Barbara - Montecito,Run,Via RunGap,3945,9.9,146,15,FALSE,NA,64.5800018310547,NA,3945,3920,9908.599609375,4,NA,22.546215057373,NA,0,13.1000003814697,26.8999996185303,0.00100922433193773,NA,NA,79.0171661376953,88,146,129.921051025391,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.75,0.22813688212927757,2015
412,770912220,"Aug 1, 2015, 1:27:31 PM",Santa Barbara - Montecito,Run,Via RunGap,3872,9.88,153,15,FALSE,NA,64.5800018310547,NA,3872,3851,9885.5,4.5,NA,21.6243019104004,NA,0,12.6999998092651,34.7000007629395,0.00303474790416658,NA,NA,78.840690612793,89,153,131.367294311523,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.53333333333333,0.23243801652892562,2015
413,770912257,"Jul 31, 2015, 3:42:07 PM",Santa Barbara - Montecito,Run,Via RunGap,3881,10.1,149,16,FALSE,NA,64.5800018310547,NA,3881,3855,10099,3.79999995231628,NA,17.3097743988037,NA,1.5,19.2000007629395,11,0.00891177356243134,NA,NA,78.3906326293945,89,149,136.120544433594,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.68333333333334,0.2473589281113115,2015
414,770912292,"Jul 29, 2015, 3:50:19 PM",Santa Barbara - Montecito,Run,Via RunGap,3658,9.68,150,15,FALSE,NA,64.5800018310547,NA,3658,3636,9684.099609375,4.59999990463257,NA,14.7948236465454,NA,1.5,17.1000003814697,13,0,NA,NA,79.6347885131836,90,150,132.71728515625,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.96666666666667,0.24603608529250956,2015
415,770912361,"Jul 28, 2015, 2:44:40 PM",Santa Barbara - Balboa Building,Run,Via RunGap,4603,12.09,164,21,FALSE,NA,64.5800018310547,NA,4603,4406,12092.2998046875,5.59999990463257,NA,12.0393486022949,NA,1.79999995231628,34.7999992370606,13.5,-0.169529363512993,NA,NA,79.9570541381836,97,164,136.923522949219,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.71666666666667,0.2737345209645883,2015
416,770912375,"Jul 27, 2015, 5:46:00 PM",Balboa Building - Montecito,Run,Via RunGap,3769,9.860000000000001,168,18,FALSE,NA,64.5800018310547,NA,3769,3682,9868.7001953125,4.69999980926514,NA,12.5723810195923,NA,1.60000002384186,14.6000003814697,12.8999996185303,0,NA,NA,78.8373947143555,89,168,134.029083251953,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.81666666666667,0.2865481560095516,2015
417,770912497,"Jul 25, 2015, 4:11:18 PM",Santa Barbara - Montecito,Run,Via RunGap,3718,9.92,165,18,FALSE,NA,64.5800018310547,NA,3718,3700,9923.2998046875,4.59999990463257,NA,17.091667175293,NA,1.70000004768372,19.2000007629395,12.3999996185303,0.0110850222408772,NA,NA,79.990966796875,89,165,139.707443237305,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.96666666666667,0.29047875201721357,2015
418,770912563,"Jul 24, 2015, 5:19:35 PM",Santa Barbara - Montecito,Run,Via RunGap,3809,10.12,159,20,FALSE,NA,64.5800018310547,NA,3809,3806,10127.099609375,4.5,NA,15.0982685089111,NA,1.5,17.3999996185303,15.6000003814697,0.0128368437290192,NA,NA,78.5716934204102,89,159,140.846694946289,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.483333333333334,0.31504331845628775,2015
419,770912614,"Jul 23, 2015, 5:33:54 PM",Balboa Building - Hotel Andalucia,Run,Via RunGap,3853,9.69,162,14,FALSE,NA,64.5800018310547,NA,3853,3768,9697.599609375,4.30000019073486,NA,16.716667175293,NA,1.39999997615814,18.7000007629395,12.3999996185303,0.0474344156682491,NA,NA,79.4155731201172,87,162,127.686882019043,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.21666666666667,0.21801193874902672,2015
420,770912644,"Jul 22, 2015, 5:07:11 PM",Balboa Building - Montecito,Run,Via RunGap,4015,9.93,157,15,FALSE,NA,64.5800018310547,NA,4015,3653,9930.2001953125,6,NA,13.465612411499,NA,0,14.3000001907349,12.6999998092651,-0.00100702908821404,NA,NA,79.4516525268555,89,157,133.685150146484,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.91666666666667,0.224159402241594,2015
421,770912704,"Jul 21, 2015, 4:57:35 PM",Balboa Building - Montecito,Run,Via RunGap,3865,9.91,157,15,FALSE,NA,64.5800018310547,NA,3865,3717,9917.2998046875,5.90000009536743,NA,13.0100002288818,NA,1.29999995231628,14.6999998092651,15.8000001907349,0.00302501698024571,NA,NA,78.8711090087891,89,157,130.706939697266,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.41666666666667,0.23285899094437257,2015
422,770912773,"Jul 20, 2015, 5:40:05 PM",Balboa Building - Montecito,Run,Via RunGap,3837,9.97,165,62,FALSE,NA,64.5800018310547,NA,3837,3695,9972.7998046875,6.40000009536743,NA,13.0383930206299,NA,1.39999997615814,14.8000001907349,12.5,0.00300818216055632,NA,NA,79.1360473632813,87,165,138.275680541992,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.95,0.9695074276778733,2015
423,770912786,"Jul 19, 2015, 2:49:25 PM",Santa Barbara - Montecito,Run,Via RunGap,3996,10.16,163,21,FALSE,NA,64.5800018310547,NA,3996,3977,10165.599609375,4.59999990463257,NA,15.9317026138306,NA,0.899999976158142,17.7000007629395,13.5,0.00196741963736713,NA,NA,78.9475479125977,92,163,139.316024780273,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6,0.31531531531531537,2015
424,770912826,"Jul 17, 2015, 4:09:44 PM",Santa Barbara - Montecito,Run,Via RunGap,3883,10.08,159,16,FALSE,NA,64.5800018310547,NA,3883,3880,10085,4.59999990463257,NA,15.0142860412598,NA,1.5,17.3999996185303,13.3000001907349,0.00892414432018995,NA,NA,79.1005401611328,90,159,133.855377197266,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.71666666666667,0.24723152201905743,2015
425,770912850,"Jul 16, 2015, 4:14:35 PM",Santa Barbara - Montecito,Run,Via RunGap,4072,10.08,144,14,FALSE,NA,64.5800018310547,NA,4072,4068,10084,3.79999995231628,NA,17.2768173217773,NA,1.5,19.2000007629395,13,0.00198333989828825,NA,NA,77.8797225952148,87,144,126.511901855469,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.86666666666666,0.206286836935167,2015
426,770912917,"Jul 15, 2015, 4:31:16 PM",Hotel Mar Monte - Santa Barbara,Run,Via RunGap,3881,8.6,157,11,FALSE,NA,64.5800018310547,NA,3881,2720,8608.2998046875,4.69999980926514,NA,17.2401657104492,NA,1.5,19.2000007629395,9.30000019073486,0.00348500860854983,NA,NA,79.4513854980469,91,157,132.018859863281,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.68333333333334,0.17005926307652666,2015
427,770912948,"Jul 14, 2015, 1:08:04 PM",Pacific Grove Acres,Run,Via RunGap,4060,9.67,157,13,FALSE,NA,64.5800018310547,NA,4060,4054,9673,3.79999995231628,NA,19.8363628387451,NA,2.90000009536743,26.8999996185303,35,0.0082704434171319,NA,NA,79.6886291503906,127,157,120.883399963379,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.66666666666667,0.1921182266009852,2015
428,770912976,"Jul 13, 2015, 1:09:16 PM",Pacific Grove Acres,Run,Via RunGap,3806,9.66,158,15,FALSE,NA,64.5800018310547,NA,3806,3803,9659,3.59999990463257,NA,20.34494972229,NA,3.40000009536743,27,34.2999992370606,0.00207060761749744,NA,NA,80.5815811157227,128,158,129.375473022461,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.43333333333333,0.2364687335785602,2015
429,770913010,"Jul 11, 2015, 1:22:19 PM",Santa Barbara - Montecito,Run,Via RunGap,4066,10.12,178,64,FALSE,NA,64.5800018310547,NA,4066,4062,10121,4.19999980926514,NA,15.2287788391113,NA,1.5,17.6000003814697,13.3000001907349,-0.00494022341445088,NA,NA,79.1957702636719,89,178,130.750259399414,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.76666666666667,0.9444171175602558,2015
430,770913066,"Jul 10, 2015, 4:16:47 PM",Santa Barbara - Montecito,Run,Via RunGap,3858,9.8,179,26,FALSE,NA,64.5800018310547,NA,3858,3852,9801,4.59999990463257,NA,15.1071739196777,NA,1.70000004768372,17.6000003814697,13.6000003814697,-0.00510152010247111,NA,NA,79.4320220947266,90,179,140.851699829102,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3,0.4043545878693624,2015
431,770913154,"Jul 9, 2015, 4:38:47 PM",Storke Plaza - Montecito,Run,Via RunGap,4097,9.9,148,15,FALSE,NA,64.5800018310547,NA,4097,4052,9904.2001953125,4.09999990463257,NA,12.8050127029419,NA,1.29999995231628,14.6000003814697,15.8000001907349,0.00403869058936834,NA,NA,79.3678970336914,90,148,127.223617553711,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.28333333333333,0.2196729314132292,2015
432,770913198,"Jul 8, 2015, 4:03:07 PM",Santa Barbara - Montecito,Run,Via RunGap,4090,9.91,146,14,FALSE,NA,64.5800018310547,NA,4090,4090,9917,3.59999990463257,NA,10.375,NA,0,10.6000003814697,40,-0.00403347797691822,NA,NA,80.114013671875,93,146,126.540832519531,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.16666666666667,0.20537897310513445,2015
433,770913241,"Jul 7, 2015, 4:12:35 PM",Santa Barbara - Storke Plaza,Run,Via RunGap,4368,10.55,154,15,FALSE,NA,64.5800018310547,NA,4368,4260,10549.2001953125,4,NA,14.0227270126343,NA,0,14.3000001907349,33.2999992370606,9.479391737841e-4,NA,NA,80.5986862182617,97,154,124.808227539063,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,0.20604395604395606,2015
434,770913259,"Jul 6, 2015, 4:05:58 PM",Santa Barbara - Montecito,Run,Via RunGap,4068,9.81,140,14,FALSE,NA,64.5800018310547,NA,4068,4055,9810,4,NA,10.3857145309448,NA,0,11.6000003814697,28.7000007629395,0.00203873589634895,NA,NA,80.7637176513672,92,140,123.233177185059,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8,0.20648967551622419,2015
435,770913303,"Jul 5, 2015, 3:44:41 PM",Santa Barbara - Montecito,Run,Via RunGap,3852,9.870000000000001,141,13,FALSE,NA,64.5800018310547,NA,3852,3825,9870.7998046875,3.9000000953674303,NA,22.5044975280762,NA,0,12.5,43.0999984741211,0,NA,NA,80.5959930419922,90,141,124.322296142578,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.2,0.20249221183800623,2015
436,770913345,"Jul 4, 2015, 3:01:40 PM",Santa Barbara - Montecito,Run,Via RunGap,3960,10.56,166,17,FALSE,NA,64.5800018310547,NA,3960,3935,10561.900390625,4.59999990463257,NA,18.509090423584,NA,0,19.2000007629395,16.2000007629395,0.0018935987027362,NA,NA,80.6267547607422,92,166,131.482864379883,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0.25757575757575757,2015
437,770913354,"Jul 2, 2015, 1:25:55 PM",Valleycliffe - Garibaldi Estates,Run,Via RunGap,3360,8.17,188,87,FALSE,NA,64.5800018310547,NA,3360,3029,8178.2001953125,5.09999990463257,NA,242.082901000977,NA,63.2999992370606,179.899993896484,32,-0.0183414444327354,NA,NA,81.0154037475586,93,188,160.656982421875,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,1.5535714285714286,2015
438,770913403,"Jul 1, 2015, 2:03:52 PM",West Point Grey,Run,Via RunGap,3739,9.83,180,26,FALSE,NA,64.5800018310547,NA,3739,3723,9835.900390625,5.69999980926514,NA,203.121170043945,NA,3.40000009536743,116,28.1000003814697,-0.0152502562850714,NA,NA,79.7974700927734,134,180,140.36328125,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.31666666666667,0.4172238566461621,2015
439,770913422,"Jun 30, 2015, 2:36:32 PM",West Point Grey,Run,Via RunGap,3963,10.01,176,73,FALSE,NA,64.5800018310547,NA,3963,3725,10017,6.09999990463257,NA,188.521591186523,NA,4.40000009536743,116,33.5999984741211,-0.0249575730413198,NA,NA,80.0487747192383,91,176,140.443237304688,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.05,1.1052233156699471,2015
440,770913469,"Jun 29, 2015, 1:47:50 PM",Santa Barbara - Montecito,Run,Via RunGap,3798,9.76,172,19,FALSE,NA,64.5800018310547,NA,3798,3767,9759,4.30000019073486,NA,11.6739234924316,NA,1.60000002384186,13.8000001907349,13.6000003814697,0,NA,NA,79.5198669433594,87,172,135.521789550781,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.3,0.3001579778830964,2015
441,770913520,"Jun 28, 2015, 2:27:40 PM",Santa Barbara - Montecito,Run,Via RunGap,3997,10.17,171,23,FALSE,NA,64.5800018310547,NA,3997,3973,10171,4,NA,15.0229473114014,NA,1.5,17.2999992370605,12.5,9.8318746313452e-4,NA,NA,79.7970886230469,88,171,138.426635742188,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.61666666666666,0.34525894420815617,2015
442,770913601,"Jun 26, 2015, 4:32:26 PM",Santa Barbara - Montecito,Run,Via RunGap,3899,10.139999999999999,146,15,FALSE,NA,64.5800018310547,NA,3899,3894,10143,3.70000004768372,NA,15.085000038147,NA,1.70000004768372,17.7000007629395,14.5,0.0019718031398952,NA,NA,76.7042236328125,93,146,131.165100097656,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.98333333333333,0.23082841754295974,2015
